,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000
503,JS165  ,211895966,0.67,13.59,10.89,14.73,0.6767,0,Y,0.00894,       ,       , ,N,Y,N,    ,0.00353,0.14359,2,     ,     ,     ,     ,13.61,                                                                                            ,1,2,All,2M,Simbad,129.265612,18.667351
504,       ,211885995,0.6,14.88,11.39,9.16,0.9087,0,Y,0.00758,       ,       , ,N,N,N,    ,0.04826,2.19468,P,9.2,     ,     ,18.13,14.67,                                                                                            ,1,1,All,2M,Simbad,132.361537,18.522098
505,AD 3429,211899790,0.19,18.5,13.68,1.83,0.0864,0,Y,0.00666,       ,       , ,N,Y,N,    ,0.01435,0.43465,2,     ,     ,     ,     ,17.86,                                                                                            ,1,2,All,2M,Simbad,131.403683,18.72364
506,JS724  ,211913859,0.25,17.29,13.1,12.37,0.6583,0,Y,0.008,       ,       , ,N,Y,N,    ,0.0234,0.99749,2,     ,     ,     ,     ,16.23,                                                                                            ,0,2,All,2M,Simbad,130.263092,18.931969
507,JS532  ,212081702,1.24,10.36,8.97,11.17,0.7738,0,Y,0.00804,       ,       , ,N,Y,N,conf,0.01304,0.59481,2,     ,     ,     ,     ,10.34,                                                                                            ,1,1,All,2M,Simbad,130.844045,21.671699
508,HSHJ 25,211984130,0.27,17.42,12.95,25.26,0.271,0,Y,0.00796,       ,       , ,N,Y,N,    ,0.03405,1.11462,2,     ,     ,     ,     ,16.02,                                                                                            ,1,2,All,2M,Simbad,128.194973,19.997719
509,JC259  ,211925563,0.64,13.62,10.98,13.48,0.8568,0,Y,0.0083,       ,       , ,N,Y,N,    ,0.02201,1.07098,2,     ,     ,     ,     ,13.62,                                                                                            ,1,2,All,2M,Simbad,130.399967,19.10707
510,JS359  ,211932923,0.84,12.52,10.46,10.69,0.5956,0,Y,0.00779,       ,       , ,N,Y,Y,conf,0.019,0.86598,K,     ,     ,     ,10.76,12.54,                                                                                            ,1,2,All,2M,Simbad,130.109376,19.219424
511,AD 3392,211902344,0.21,18.09,13.41,5.79,0.8377,0,Y,0.00801,       ,       , ,N,N,N,    ,0.05182,2.44182,2,     ,     ,     ,     ,17.48,                                                                                            ,0,2,All,2M,Simbad,131.312258,18.761105999999998
512,AD 3283,212027753,0.2,18.58,13.54,1,0.7123,0,Y,0.00858,       ,       , ,N,Y,N,    ,0.08397,3.68681,2,     ,     ,     ,     ,17.03,                                                                                            ,0,2,All,2M,Simbad,131.05134099999998,20.716955
513,JS548  ,211841991,0.6,14.62,11.31,15.18,0.1169,0,Y,0.00854,       ,       , ,N,Y,N,    ,0.05556,1.10184,2,     ,     ,     ,     ,14.52,                                                                                            ,1,2,All,2M,Simbad,130.92946799999999,17.908317
514,KW532  ,211959786,0.88,12.26,10.36,10.93,0.4387,1,Y,0.00798,4.8307,0.2234,1,Y,Y,Y,    ,0.00446,0.15877,K,     ,     ,     ,9.98,12.3,peak splitting; only one detected                                                           ,1,1,All,2M,Simbad,129.058729,19.621492
515,HSHJ196,211901010,0.18,18.71,13.81,0.47,0.2271,0,Y,0.00795,       ,       , ,N,Y,N,    ,0.03418,0.38473,2,     ,     ,     ,     ,18.08,                                                                                            ,0,1,All,2M,Simbad,129.53371299999998,18.741667
516,AD 2795,211845034,0.33,16.86,12.58,1.33,0.5304,0,Y,0.00818,       ,       , ,N,M,M,    ,0.03558,1.66515,2,     ,     ,     ,     ,16.47,                                                                                            ,0,2,All,2M,Simbad,130.1511,17.950111
517,HSHJ372,211834355,0.29,17.16,12.77,21.32,0.7461,0,Y,0.00746,       ,       , ,N,N,M,    ,0.04419,1.87489,2,     ,     ,     ,     ,16.67,                                                                                            ,0,2,All,2M,Simbad,130.358956,17.803537
518,AD 3267,212023593,0.16,19.25,14.27,0.57,0.1215,0,Y,0.00784,       ,       , ,N,Y,N,    ,0.02709,0.1097,2,     ,     ,     ,     ,17.26,                                                                                            ,0,2,All,2M,Simbad,131.0028,20.645966
519,JS 31  ,211947170,0.68,13.32,10.86,11.93,0.2068,0,Y,0.00813,       ,       , ,N,Y,N,    ,0.01248,0.42099,K,     ,     ,     ,12.59,13.38,2x primary peak is probably the true period                                                 ,1,2,All,2M,Simbad,128.323417,19.430682
520,       ,212011394,0.51,15.53,11.86,19.65,0.3722,1,Y,0.00786,       ,       , ,N,Y,N,    ,0.00897,0.27963,2,     ,     ,     ,     ,15.21,                                                                                            ,0,1,All,2M,Simbad,132.20826100000002,20.443332
521,KW535  ,211998436,0.85,12.3,10.44,10.29,0.597,0,Y,0.00798,       ,       , ,N,Y,N,cand,0.01941,0.75208,D,     ,10.25,     ,10.04,12.29,peak splitting                                                                              ,1,2,All,2M,Simbad,129.11793799999998,20.228591
522,JS591  ,211918547,0.67,13.37,10.9,12.84,0.7124,0,Y,0.00903,       ,       , ,N,Y,N,    ,0.00772,0.33975,D,     ,12.3,     ,     ,13.46,                                                                                            ,2,2,All,2M,Simbad,131.329904,19.003022
523,HSHJ 8 ,211911467,0.21,17.97,13.39,2.18,0.2715,0,Y,0.0079,       ,       , ,N,Y,N,    ,0.01918,0.76622,2,     ,     ,     ,     ,17.43,                                                                                            ,0,2,All,2M,Simbad,127.71418899999999,18.897651999999997
524,JS156  ,212075988,0.62,13.89,11.12,13.98,0.6335,0,Y,0.00896,       ,       , ,N,Y,N,    ,0.01245,0.51515,D,     ,13.27,     ,     ,13.8,                                                                                            ,2,2,All,2M,Simbad,129.240957,21.565496
525,AD 2354,211795614,0.6,14.62,11.39,15.99,0.7076,0,Y,0.00795,       ,       , ,N,Y,Y,    ,0.01268,0.58145,2,     ,     ,     ,     ,14.58,very bright neighbor off stamp                                                              ,1,2,All,2M,Simbad,129.454634,17.255004
526,AD 3428,211891321,0.45,16.52,12.06,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.04,                                                                                            ,0,2,All,2M,Simbad,131.403581,18.598703
527,HSHJ300,211988451,0.52,16.31,11.84,0.8,0.0199,0,N,0.00758,0.9809,0.0181,0,Y,N,N,cand,0.01163,0.22225,2,     ,     ,     ,     ,15.79,                                                                                            ,0,2,All,2M,Simbad,130.047752,20.067583
528,JC123  ,211892153,0.96,12.72,10.18,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,12.76,                                                                                            ,1,1,All,2M,Simbad,129.590259,18.611093
529,HSHJ385,211822797,0.59,14.69,11.43,7.93,0.189,1,N,0.00842,14.6609,0.1861,0,M,Y,Y,    ,0.00861,0.16482,2,     ,     ,     ,     ,14.57,                                                                                            ,1,2,All,2M,Simbad,130.41036499999998,17.640005
530,JS738  ,211908953,1.2,10.57,9.17,10.33,0.701,0,Y,0.00801,       ,       , ,N,Y,N,cand,0.00405,0.15991,K,     ,     ,     ,10.48,10.6,                                                                                            ,1,1,All,2M,Simbad,130.68856,18.860076
531,HSHJ110,211839847,0.2,18.35,13.55,1.25,0.3316,0,Y,0.00786,       ,       , ,N,M,N,    ,0.02632,0.96713,2,     ,     ,     ,     ,17.77,                                                                                            ,0,2,All,2M,Simbad,129.05017,17.879645999999997
532,JS242  ,211919747,0.79,13.28,10.61,12.9,0.9579,0,Y,0.01116,       ,       , ,N,Y,N,    ,0.02422,1.18035,K,     ,     ,     ,12.85,13.28,                                                                                            ,1,2,All,2M,Simbad,129.65513700000002,19.021132
533,JS 14  ,211898294,0.99,12.32,10.06,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,12.38,neither fits the repeats in the full light curve                                            ,1,2,All,2M,Simbad,128.207143,18.701744
534,AD 2452,212024554,0.2,18.31,13.6,1.34,0.0377,0,N,0.00685,       ,       , ,N,Y,N,    ,0.01887,0.48821,2,     ,     ,     ,     ,16.82,                                                                                            ,0,2,All,2M,Simbad,129.690392,20.662201
535,AD 1423,212024569,0.55,14.7,11.72,15.49,0.2864,0,Y,0.0084,       ,       , ,N,N,N,    ,0.00796,0.18426,2,     ,     ,     ,     ,14.89,                                                                                            ,0,2,All,2M,Simbad,127.74001499999999,20.662463
536,JS557  ,211939447,0.42,16.21,12.16,18.33,0.7427,0,Y,0.00813,       ,       , ,N,N,N,    ,0.02495,1.06261,2,     ,     ,     ,     ,15.52,                                                                                            ,0,2,All,2M,Simbad,130.996917,19.316162
537,AD 3329,212005204,0.23,17.42,13.26,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.29,                                                                                            ,0,2,All,2M,Simbad,131.14373799999998,20.341539
538,JS691  ,211991549,0.27,16.76,12.9,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.07,                                                                                            ,0,2,All,2M,Simbad,129.084992,20.116776
539,HSHJ118,211907679,0.16,19.21,14.31,0.51,0.0561,0,Y,0.00965,       ,       , ,N,N,N,    ,0.01727,0.21056,2,     ,     ,     ,     ,17.37,                                                                                            ,0,2,All,2M,Simbad,129.087981,18.841026
540,       ,211978972,0.21,18.14,13.4,1.93,0.6724,0,Y,0.00741,       ,       , ,N,N,N,    ,0.03091,1.17137,2,     ,     ,     ,     ,17.55,                                                                                            ,0,1,All,2M,Simbad,132.031045,19.916445
541,HSHJ429,211887287,0.14,20.27,14.78,0.56,0.0187,0,N,0.00588,       ,       , ,N,M,N,    ,0.06069,0.55264,2,     ,     ,     ,     ,18.19,                                                                                            ,0,2,All,2M,Simbad,130.659636,18.541088000000002
542,JS 17  ,211900414,0.8,12.7,10.6,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,12.77,                                                                                            ,1,2,All,2M,Simbad,128.23191200000002,18.73283
543,AD 3057,211902720,0.19,18.58,13.75,1.06,0.7862,0,Y,0.00781,       ,       , ,N,N,N,    ,0.13064,5.54116,2,     ,     ,     ,     ,17.99,                                                                                            ,0,2,All,2M,Simbad,130.542887,18.766773
544,       ,212031993,0.17,19.24,14.06,1.16,0.0152,0,Y,0.00628,       ,       , ,N,M,N,    ,0.02631,0.54352,2,     ,     ,     ,     ,18.57,                                                                                            ,0,1,All,2M,Simbad,129.728205,20.788027
545,JS656  ,211949871,0.33,16.7,12.54,15.9,0.6526,0,Y,0.00785,       ,       , ,N,N,N,    ,0.03012,1.24003,2,     ,     ,     ,     ,16.21,                                                                                            ,0,1,All,2M,Simbad,132.02063,19.470497
546,HSHJ404,211948214,0.22,17.88,13.33,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,16.2,                                                                                            ,0,2,All,2M,Simbad,130.506649,19.44614
547,JS231  ,212074908,0.95,12.93,10.2,13.66,0.2869,0,Y,0.00775,       ,       , ,N,Y,N,conf,0.00873,0.40865,2,     ,     ,     ,     ,12.83,                                                                                            ,1,2,All,2M,Simbad,129.61746599999998,21.546126
548,HSHJ205,212132877,0.18,18.63,13.92,0.86,0.0856,0,Y,0.00807,       ,       , ,N,N,N,    ,0.01299,0.1748,2,     ,     ,     ,     ,16.87,                                                                                            ,0,2,All,2M,Simbad,129.639544,22.676394000000002
549,KW425  ,211945852,0.99,11.29,10.1,     ,       ,2, ,        ,       ,       , , , , ,conf,        ,        , ,     ,     ,     ,     ,11.29,                                                                                            ,1,1,All,2M,Simbad,130.449029,19.412182
550,JS 23  ,211992423,0.65,13.56,10.93,13.07,0.532,0,Y,0.00906,       ,       , ,N,Y,Y,    ,0.00534,0.18343,2,     ,     ,     ,     ,13.83,                                                                                            ,1,2,All,2M,Simbad,128.28108500000002,20.130058
551,HSHJ471,211936457,0.15,19.88,14.61,0.35,0.0183,0,Y,0.0065,       ,       , ,N,N,N,    ,0.052,0.10965,2,     ,     ,     ,     ,19.18,                                                                                            ,0,2,All,2M,Simbad,130.986071,19.271688
552,JS566  ,211971074,0.66,13.62,10.91,14.31,0.8268,0,Y,0.0082,       ,       , ,N,Y,N,    ,0.01213,0.58113,K,     ,     ,     ,13.96,13.63,                                                                                            ,1,2,All,2M,Simbad,131.110545,19.793311
